[1/4] Environment check
=== System ===
Python: 3.12.3 | packaged by Anaconda, Inc. | (main, May  6 2024, 19:46:43) [GCC 11.2.0]
Platform: Linux-5.15.0-78-generic-x86_64-with-glibc2.35
HF_HOME: /root/autodl-tmp/cache
TRANSFORMERS_CACHE: /root/autodl-tmp/cache/transformers
HF_DATASETS_CACHE: /root/autodl-tmp/cache/datasets

=== Packages ===
torch: 2.8.0+cu128
transformers: 5.5.0
datasets: 4.8.4
trl: 1.0.0
peft: 0.18.1
accelerate: 1.13.0
bitsandbytes: 0.49.2

=== CUDA ===
torch.cuda.is_available(): True
torch.version.cuda: 12.8
bf16_supported: True
device_count: 1
GPU 0: NVIDIA GeForce RTX 5090 | 31.4 GB | cc 12.0
[2/4] SFT warm start
{'loss': '1.753', 'grad_norm': '0.2679', 'learning_rate': '1.991e-05', 'entropy': '2.423', 'num_tokens': '1.406e+05', 'mean_token_accuracy': '0.5989', 'epoch': '0.005234'}
{'loss': '1.586', 'grad_norm': '0.1998', 'learning_rate': '1.143e-05', 'entropy': '1.95', 'num_tokens': '1.203e+07', 'mean_token_accuracy': '0.6234', 'epoch': '0.4292'}
{'loss': '1.549', 'grad_norm': '0.2206', 'learning_rate': '1.132e-05', 'entropy': '1.937', 'num_tokens': '1.218e+07', 'mean_token_accuracy': '0.6318', 'epoch': '0.4344'}
{'loss': '1.52', 'grad_norm': '0.1778', 'learning_rate': '1.122e-05', 'entropy': '1.903', 'num_tokens': '1.233e+07', 'mean_token_accuracy': '0.6379', 'epoch': '0.4397'}
{'loss': '1.491', 'grad_norm': '0.2243', 'learning_rate': '1.111e-05', 'entropy': '1.928', 'num_tokens': '1.248e+07', 'mean_token_accuracy': '0.6354', 'epoch': '0.4449'}
{'loss': '1.543', 'grad_norm': '0.2245', 'learning_rate': '1.101e-05', 'entropy': '1.953', 'num_tokens': '1.263e+07', 'mean_token_accuracy': '0.6295', 'epoch': '0.4501'}
{'loss': '1.585', 'grad_norm': '0.2061', 'learning_rate': '1.091e-05', 'entropy': '1.922', 'num_tokens': '1.278e+07', 'mean_token_accuracy': '0.6249', 'epoch': '0.4554'}
{'loss': '1.572', 'grad_norm': '0.2052', 'learning_rate': '1.08e-05', 'entropy': '1.906', 'num_tokens': '1.293e+07', 'mean_token_accuracy': '0.6324', 'epoch': '0.4606'}
{'loss': '1.606', 'grad_norm': '0.1811', 'learning_rate': '1.07e-05', 'entropy': '1.944', 'num_tokens': '1.308e+07', 'mean_token_accuracy': '0.6204', 'epoch': '0.4658'}
{'loss': '1.537', 'grad_norm': '0.221', 'learning_rate': '1.059e-05', 'entropy': '1.941', 'num_tokens': '1.322e+07', 'mean_token_accuracy': '0.6401', 'epoch': '0.4711'}
{'loss': '1.585', 'grad_norm': '0.2453', 'learning_rate': '1.049e-05', 'entropy': '1.938', 'num_tokens': '1.337e+07', 'mean_token_accuracy': '0.6235', 'epoch': '0.4763'}
{'loss': '1.576', 'grad_norm': '0.1908', 'learning_rate': '1.038e-05', 'entropy': '1.926', 'num_tokens': '1.352e+07', 'mean_token_accuracy': '0.6238', 'epoch': '0.4815'}
{'loss': '1.518', 'grad_norm': '0.2401', 'learning_rate': '1.028e-05', 'entropy': '1.895', 'num_tokens': '1.367e+07', 'mean_token_accuracy': '0.6419', 'epoch': '0.4868'}
{'loss': '1.497', 'grad_norm': '0.2663', 'learning_rate': '1.017e-05', 'entropy': '1.895', 'num_tokens': '1.382e+07', 'mean_token_accuracy': '0.6353', 'epoch': '0.492'}
{'loss': '1.579', 'grad_norm': '0.1814', 'learning_rate': '1.007e-05', 'entropy': '1.918', 'num_tokens': '1.397e+07', 'mean_token_accuracy': '0.626', 'epoch': '0.4973'}
{'loss': '1.499', 'grad_norm': '0.2207', 'learning_rate': '9.963e-06', 'entropy': '1.911', 'num_tokens': '1.411e+07', 'mean_token_accuracy': '0.636', 'epoch': '0.5025'}
{'loss': '1.609', 'grad_norm': '0.2026', 'learning_rate': '9.859e-06', 'entropy': '1.971', 'num_tokens': '1.426e+07', 'mean_token_accuracy': '0.615', 'epoch': '0.5077'}
{'loss': '1.485', 'grad_norm': '0.3838', 'learning_rate': '9.754e-06', 'entropy': '1.9', 'num_tokens': '1.441e+07', 'mean_token_accuracy': '0.6436', 'epoch': '0.513'}
{'loss': '1.601', 'grad_norm': '0.2207', 'learning_rate': '9.649e-06', 'entropy': '1.962', 'num_tokens': '1.455e+07', 'mean_token_accuracy': '0.6215', 'epoch': '0.5182'}
{'loss': '1.563', 'grad_norm': '0.235', 'learning_rate': '9.545e-06', 'entropy': '1.91', 'num_tokens': '1.47e+07', 'mean_token_accuracy': '0.6331', 'epoch': '0.5234'}
{'loss': '1.625', 'grad_norm': '0.1659', 'learning_rate': '9.44e-06', 'entropy': '1.96', 'num_tokens': '1.485e+07', 'mean_token_accuracy': '0.6168', 'epoch': '0.5287'}
{'loss': '1.563', 'grad_norm': '0.1843', 'learning_rate': '9.335e-06', 'entropy': '1.921', 'num_tokens': '1.501e+07', 'mean_token_accuracy': '0.6289', 'epoch': '0.5339'}
{'loss': '1.522', 'grad_norm': '0.1689', 'learning_rate': '9.231e-06', 'entropy': '1.901', 'num_tokens': '1.516e+07', 'mean_token_accuracy': '0.6324', 'epoch': '0.5391'}
{'loss': '1.598', 'grad_norm': '0.2059', 'learning_rate': '9.126e-06', 'entropy': '1.935', 'num_tokens': '1.531e+07', 'mean_token_accuracy': '0.6236', 'epoch': '0.5444'}
{'loss': '1.594', 'grad_norm': '0.173', 'learning_rate': '9.021e-06', 'entropy': '1.949', 'num_tokens': '1.545e+07', 'mean_token_accuracy': '0.6252', 'epoch': '0.5496'}
{'loss': '1.616', 'grad_norm': '0.2506', 'learning_rate': '8.917e-06', 'entropy': '1.966', 'num_tokens': '1.559e+07', 'mean_token_accuracy': '0.6133', 'epoch': '0.5548'}
{'loss': '1.598', 'grad_norm': '0.2119', 'learning_rate': '8.812e-06', 'entropy': '1.984', 'num_tokens': '1.573e+07', 'mean_token_accuracy': '0.621', 'epoch': '0.5601'}
{'loss': '1.582', 'grad_norm': '0.1906', 'learning_rate': '8.707e-06', 'entropy': '1.952', 'num_tokens': '1.587e+07', 'mean_token_accuracy': '0.6248', 'epoch': '0.5653'}
{'loss': '1.582', 'grad_norm': '0.1937', 'learning_rate': '8.603e-06', 'entropy': '1.947', 'num_tokens': '1.602e+07', 'mean_token_accuracy': '0.6212', 'epoch': '0.5705'}
{'loss': '1.559', 'grad_norm': '0.1843', 'learning_rate': '8.498e-06', 'entropy': '1.941', 'num_tokens': '1.616e+07', 'mean_token_accuracy': '0.6332', 'epoch': '0.5758'}
{'loss': '1.565', 'grad_norm': '0.2005', 'learning_rate': '8.394e-06', 'entropy': '1.93', 'num_tokens': '1.629e+07', 'mean_token_accuracy': '0.6276', 'epoch': '0.581'}
{'loss': '1.549', 'grad_norm': '0.1936', 'learning_rate': '8.289e-06', 'entropy': '1.928', 'num_tokens': '1.644e+07', 'mean_token_accuracy': '0.6342', 'epoch': '0.5862'}
{'loss': '1.549', 'grad_norm': '0.1554', 'learning_rate': '8.184e-06', 'entropy': '1.874', 'num_tokens': '1.66e+07', 'mean_token_accuracy': '0.6369', 'epoch': '0.5915'}
{'loss': '1.628', 'grad_norm': '0.1673', 'learning_rate': '8.08e-06', 'entropy': '1.996', 'num_tokens': '1.674e+07', 'mean_token_accuracy': '0.6213', 'epoch': '0.5967'}
{'loss': '1.612', 'grad_norm': '0.2011', 'learning_rate': '7.975e-06', 'entropy': '2.008', 'num_tokens': '1.689e+07', 'mean_token_accuracy': '0.6136', 'epoch': '0.6019'}
{'loss': '1.569', 'grad_norm': '0.1897', 'learning_rate': '7.87e-06', 'entropy': '1.952', 'num_tokens': '1.703e+07', 'mean_token_accuracy': '0.6231', 'epoch': '0.6072'}
{'loss': '1.605', 'grad_norm': '0.1665', 'learning_rate': '7.766e-06', 'entropy': '1.941', 'num_tokens': '1.718e+07', 'mean_token_accuracy': '0.6199', 'epoch': '0.6124'}
{'loss': '1.541', 'grad_norm': '0.1946', 'learning_rate': '7.661e-06', 'entropy': '1.972', 'num_tokens': '1.733e+07', 'mean_token_accuracy': '0.6297', 'epoch': '0.6176'}
{'loss': '1.569', 'grad_norm': '0.1874', 'learning_rate': '7.556e-06', 'entropy': '1.93', 'num_tokens': '1.748e+07', 'mean_token_accuracy': '0.6251', 'epoch': '0.6229'}
{'loss': '1.551', 'grad_norm': '0.1835', 'learning_rate': '7.452e-06', 'entropy': '1.944', 'num_tokens': '1.763e+07', 'mean_token_accuracy': '0.6313', 'epoch': '0.6281'}
{'loss': '1.566', 'grad_norm': '0.1967', 'learning_rate': '7.347e-06', 'entropy': '1.937', 'num_tokens': '1.777e+07', 'mean_token_accuracy': '0.6335', 'epoch': '0.6333'}
{'loss': '1.58', 'grad_norm': '0.1875', 'learning_rate': '7.242e-06', 'entropy': '1.938', 'num_tokens': '1.792e+07', 'mean_token_accuracy': '0.6234', 'epoch': '0.6386'}
{'loss': '1.578', 'grad_norm': '0.2222', 'learning_rate': '7.138e-06', 'entropy': '1.926', 'num_tokens': '1.807e+07', 'mean_token_accuracy': '0.6269', 'epoch': '0.6438'}
{'loss': '1.578', 'grad_norm': '0.1771', 'learning_rate': '7.033e-06', 'entropy': '1.916', 'num_tokens': '1.822e+07', 'mean_token_accuracy': '0.6244', 'epoch': '0.649'}
{'loss': '1.544', 'grad_norm': '0.2112', 'learning_rate': '6.928e-06', 'entropy': '1.914', 'num_tokens': '1.837e+07', 'mean_token_accuracy': '0.6394', 'epoch': '0.6543'}
{'loss': '1.557', 'grad_norm': '0.2642', 'learning_rate': '6.824e-06', 'entropy': '1.948', 'num_tokens': '1.85e+07', 'mean_token_accuracy': '0.6247', 'epoch': '0.6595'}
{'loss': '1.586', 'grad_norm': '0.1597', 'learning_rate': '6.719e-06', 'entropy': '1.97', 'num_tokens': '1.865e+07', 'mean_token_accuracy': '0.6147', 'epoch': '0.6647'}
{'loss': '1.501', 'grad_norm': '0.2258', 'learning_rate': '6.614e-06', 'entropy': '1.927', 'num_tokens': '1.88e+07', 'mean_token_accuracy': '0.6433', 'epoch': '0.67'}
{'loss': '1.488', 'grad_norm': '0.1993', 'learning_rate': '6.51e-06', 'entropy': '1.886', 'num_tokens': '1.896e+07', 'mean_token_accuracy': '0.6438', 'epoch': '0.6752'}
{'loss': '1.565', 'grad_norm': '0.221', 'learning_rate': '6.405e-06', 'entropy': '1.956', 'num_tokens': '1.91e+07', 'mean_token_accuracy': '0.6185', 'epoch': '0.6805'}
{'loss': '1.552', 'grad_norm': '0.1915', 'learning_rate': '6.3e-06', 'entropy': '1.889', 'num_tokens': '1.925e+07', 'mean_token_accuracy': '0.6376', 'epoch': '0.6857'}
{'loss': '1.52', 'grad_norm': '0.2314', 'learning_rate': '6.196e-06', 'entropy': '1.901', 'num_tokens': '1.94e+07', 'mean_token_accuracy': '0.6398', 'epoch': '0.6909'}
