[1/4] Environment check
=== System ===
Python: 3.12.3 | packaged by Anaconda, Inc. | (main, May  6 2024, 19:46:43) [GCC 11.2.0]
Platform: Linux-5.15.0-78-generic-x86_64-with-glibc2.35
HF_HOME: /root/autodl-tmp/cache
TRANSFORMERS_CACHE: /root/autodl-tmp/cache/transformers
HF_DATASETS_CACHE: /root/autodl-tmp/cache/datasets

=== Packages ===
torch: 2.8.0+cu128
transformers: 5.5.0
datasets: 4.8.4
trl: 1.0.0
peft: 0.18.1
accelerate: 1.13.0
bitsandbytes: 0.49.2

=== CUDA ===
torch.cuda.is_available(): True
torch.version.cuda: 12.8
bf16_supported: True
device_count: 1
GPU 0: NVIDIA RTX PRO 6000 Blackwell Server Edition | 95.0 GB | cc 12.0
[2/4] SFT warm start
{'loss': '1.755', 'grad_norm': '0.2504', 'learning_rate': '1.991e-05', 'entropy': '2.427', 'num_tokens': '1.406e+05', 'mean_token_accuracy': '0.5991', 'epoch': '0.005234'}
{'loss': '1.545', 'grad_norm': '0.4261', 'learning_rate': '1.813e-05', 'entropy': '1.962', 'num_tokens': '2.629e+06', 'mean_token_accuracy': '0.6264', 'epoch': '0.09422'}
{'loss': '1.622', 'grad_norm': '0.291', 'learning_rate': '1.802e-05', 'entropy': '1.958', 'num_tokens': '2.781e+06', 'mean_token_accuracy': '0.6172', 'epoch': '0.09945'}
{'loss': '1.61', 'grad_norm': '0.2681', 'learning_rate': '1.792e-05', 'entropy': '1.996', 'num_tokens': '2.928e+06', 'mean_token_accuracy': '0.6172', 'epoch': '0.1047'}
{'loss': '1.633', 'grad_norm': '0.2696', 'learning_rate': '1.781e-05', 'entropy': '2.018', 'num_tokens': '3.076e+06', 'mean_token_accuracy': '0.6126', 'epoch': '0.1099'}
{'loss': '1.631', 'grad_norm': '0.2636', 'learning_rate': '1.771e-05', 'entropy': '2.027', 'num_tokens': '3.22e+06', 'mean_token_accuracy': '0.6136', 'epoch': '0.1152'}
{'loss': '1.573', 'grad_norm': '0.2931', 'learning_rate': '1.76e-05', 'entropy': '1.971', 'num_tokens': '3.37e+06', 'mean_token_accuracy': '0.6274', 'epoch': '0.1204'}
{'loss': '1.583', 'grad_norm': '0.2985', 'learning_rate': '1.75e-05', 'entropy': '1.937', 'num_tokens': '3.524e+06', 'mean_token_accuracy': '0.6238', 'epoch': '0.1256'}
{'loss': '1.62', 'grad_norm': '0.2841', 'learning_rate': '1.739e-05', 'entropy': '2.016', 'num_tokens': '3.677e+06', 'mean_token_accuracy': '0.6192', 'epoch': '0.1309'}
{'loss': '1.631', 'grad_norm': '0.2854', 'learning_rate': '1.729e-05', 'entropy': '1.976', 'num_tokens': '3.824e+06', 'mean_token_accuracy': '0.6241', 'epoch': '0.1361'}
{'loss': '1.606', 'grad_norm': '0.2803', 'learning_rate': '1.718e-05', 'entropy': '1.989', 'num_tokens': '3.978e+06', 'mean_token_accuracy': '0.628', 'epoch': '0.1413'}
{'loss': '1.636', 'grad_norm': '0.3144', 'learning_rate': '1.708e-05', 'entropy': '2.033', 'num_tokens': '4.114e+06', 'mean_token_accuracy': '0.611', 'epoch': '0.1466'}
{'loss': '1.577', 'grad_norm': '0.2996', 'learning_rate': '1.698e-05', 'entropy': '1.949', 'num_tokens': '4.264e+06', 'mean_token_accuracy': '0.6244', 'epoch': '0.1518'}
{'loss': '1.649', 'grad_norm': '0.2659', 'learning_rate': '1.687e-05', 'entropy': '1.991', 'num_tokens': '4.404e+06', 'mean_token_accuracy': '0.6126', 'epoch': '0.157'}
{'loss': '1.643', 'grad_norm': '0.2564', 'learning_rate': '1.677e-05', 'entropy': '1.984', 'num_tokens': '4.557e+06', 'mean_token_accuracy': '0.6091', 'epoch': '0.1623'}
{'loss': '1.602', 'grad_norm': '0.254', 'learning_rate': '1.666e-05', 'entropy': '1.97', 'num_tokens': '4.705e+06', 'mean_token_accuracy': '0.6217', 'epoch': '0.1675'}
{'loss': '1.583', 'grad_norm': '0.2272', 'learning_rate': '1.656e-05', 'entropy': '2.002', 'num_tokens': '4.846e+06', 'mean_token_accuracy': '0.6271', 'epoch': '0.1727'}
{'loss': '1.633', 'grad_norm': '0.2399', 'learning_rate': '1.645e-05', 'entropy': '2.035', 'num_tokens': '4.984e+06', 'mean_token_accuracy': '0.6172', 'epoch': '0.178'}
{'loss': '1.602', 'grad_norm': '0.255', 'learning_rate': '1.635e-05', 'entropy': '1.96', 'num_tokens': '5.132e+06', 'mean_token_accuracy': '0.6227', 'epoch': '0.1832'}
{'loss': '1.671', 'grad_norm': '0.2539', 'learning_rate': '1.624e-05', 'entropy': '1.974', 'num_tokens': '5.282e+06', 'mean_token_accuracy': '0.6094', 'epoch': '0.1884'}
{'loss': '1.557', 'grad_norm': '0.1988', 'learning_rate': '1.614e-05', 'entropy': '1.957', 'num_tokens': '5.428e+06', 'mean_token_accuracy': '0.6261', 'epoch': '0.1937'}
{'loss': '1.541', 'grad_norm': '0.2585', 'learning_rate': '1.603e-05', 'entropy': '1.945', 'num_tokens': '5.579e+06', 'mean_token_accuracy': '0.6339', 'epoch': '0.1989'}
{'loss': '1.614', 'grad_norm': '0.2345', 'learning_rate': '1.593e-05', 'entropy': '1.992', 'num_tokens': '5.728e+06', 'mean_token_accuracy': '0.6219', 'epoch': '0.2041'}
{'loss': '1.552', 'grad_norm': '0.2453', 'learning_rate': '1.582e-05', 'entropy': '1.951', 'num_tokens': '5.879e+06', 'mean_token_accuracy': '0.635', 'epoch': '0.2094'}
{'loss': '1.617', 'grad_norm': '0.2647', 'learning_rate': '1.572e-05', 'entropy': '1.942', 'num_tokens': '6.025e+06', 'mean_token_accuracy': '0.6163', 'epoch': '0.2146'}
{'loss': '1.631', 'grad_norm': '0.2727', 'learning_rate': '1.561e-05', 'entropy': '2.004', 'num_tokens': '6.167e+06', 'mean_token_accuracy': '0.6137', 'epoch': '0.2198'}
{'loss': '1.574', 'grad_norm': '0.2636', 'learning_rate': '1.551e-05', 'entropy': '1.937', 'num_tokens': '6.308e+06', 'mean_token_accuracy': '0.6233', 'epoch': '0.2251'}
{'loss': '1.648', 'grad_norm': '0.264', 'learning_rate': '1.541e-05', 'entropy': '1.989', 'num_tokens': '6.451e+06', 'mean_token_accuracy': '0.608', 'epoch': '0.2303'}
{'loss': '1.585', 'grad_norm': '0.2862', 'learning_rate': '1.53e-05', 'entropy': '1.969', 'num_tokens': '6.597e+06', 'mean_token_accuracy': '0.6167', 'epoch': '0.2355'}
{'loss': '1.557', 'grad_norm': '0.2218', 'learning_rate': '1.52e-05', 'entropy': '1.929', 'num_tokens': '6.748e+06', 'mean_token_accuracy': '0.6342', 'epoch': '0.2408'}
{'loss': '1.593', 'grad_norm': '0.2393', 'learning_rate': '1.509e-05', 'entropy': '1.988', 'num_tokens': '6.889e+06', 'mean_token_accuracy': '0.6231', 'epoch': '0.246'}
{'loss': '1.632', 'grad_norm': '0.3016', 'learning_rate': '1.499e-05', 'entropy': '1.982', 'num_tokens': '7.033e+06', 'mean_token_accuracy': '0.6156', 'epoch': '0.2512'}
{'loss': '1.655', 'grad_norm': '0.277', 'learning_rate': '1.488e-05', 'entropy': '1.994', 'num_tokens': '7.181e+06', 'mean_token_accuracy': '0.6117', 'epoch': '0.2565'}
{'loss': '1.544', 'grad_norm': '0.267', 'learning_rate': '1.478e-05', 'entropy': '1.954', 'num_tokens': '7.327e+06', 'mean_token_accuracy': '0.631', 'epoch': '0.2617'}
{'loss': '1.587', 'grad_norm': '0.235', 'learning_rate': '1.467e-05', 'entropy': '1.993', 'num_tokens': '7.476e+06', 'mean_token_accuracy': '0.618', 'epoch': '0.2669'}
{'loss': '1.584', 'grad_norm': '0.276', 'learning_rate': '1.457e-05', 'entropy': '1.939', 'num_tokens': '7.624e+06', 'mean_token_accuracy': '0.6236', 'epoch': '0.2722'}
{'loss': '1.609', 'grad_norm': '0.2986', 'learning_rate': '1.446e-05', 'entropy': '1.968', 'num_tokens': '7.766e+06', 'mean_token_accuracy': '0.613', 'epoch': '0.2774'}
{'loss': '1.64', 'grad_norm': '0.2122', 'learning_rate': '1.436e-05', 'entropy': '2.014', 'num_tokens': '7.909e+06', 'mean_token_accuracy': '0.6132', 'epoch': '0.2826'}
{'loss': '1.562', 'grad_norm': '0.2764', 'learning_rate': '1.425e-05', 'entropy': '1.96', 'num_tokens': '8.047e+06', 'mean_token_accuracy': '0.6259', 'epoch': '0.2879'}
{'loss': '1.637', 'grad_norm': '0.2544', 'learning_rate': '1.415e-05', 'entropy': '2.009', 'num_tokens': '8.188e+06', 'mean_token_accuracy': '0.6125', 'epoch': '0.2931'}
{'loss': '1.617', 'grad_norm': '0.2664', 'learning_rate': '1.405e-05', 'entropy': '1.946', 'num_tokens': '8.338e+06', 'mean_token_accuracy': '0.6134', 'epoch': '0.2984'}
{'loss': '1.524', 'grad_norm': '0.2439', 'learning_rate': '1.394e-05', 'entropy': '1.916', 'num_tokens': '8.491e+06', 'mean_token_accuracy': '0.6363', 'epoch': '0.3036'}
{'loss': '1.585', 'grad_norm': '0.2102', 'learning_rate': '1.384e-05', 'entropy': '1.986', 'num_tokens': '8.642e+06', 'mean_token_accuracy': '0.6248', 'epoch': '0.3088'}
{'loss': '1.637', 'grad_norm': '0.3281', 'learning_rate': '1.373e-05', 'entropy': '1.974', 'num_tokens': '8.797e+06', 'mean_token_accuracy': '0.6173', 'epoch': '0.3141'}
{'loss': '1.565', 'grad_norm': '0.1936', 'learning_rate': '1.363e-05', 'entropy': '1.92', 'num_tokens': '8.954e+06', 'mean_token_accuracy': '0.6294', 'epoch': '0.3193'}
{'loss': '1.561', 'grad_norm': '0.2219', 'learning_rate': '1.352e-05', 'entropy': '1.964', 'num_tokens': '9.11e+06', 'mean_token_accuracy': '0.6291', 'epoch': '0.3245'}
{'loss': '1.56', 'grad_norm': '0.2553', 'learning_rate': '1.342e-05', 'entropy': '1.956', 'num_tokens': '9.257e+06', 'mean_token_accuracy': '0.6233', 'epoch': '0.3298'}
{'loss': '1.592', 'grad_norm': '0.239', 'learning_rate': '1.331e-05', 'entropy': '1.963', 'num_tokens': '9.406e+06', 'mean_token_accuracy': '0.6264', 'epoch': '0.335'}
{'loss': '1.573', 'grad_norm': '0.2696', 'learning_rate': '1.321e-05', 'entropy': '1.95', 'num_tokens': '9.548e+06', 'mean_token_accuracy': '0.6252', 'epoch': '0.3402'}
{'loss': '1.604', 'grad_norm': '0.2139', 'learning_rate': '1.31e-05', 'entropy': '1.958', 'num_tokens': '9.699e+06', 'mean_token_accuracy': '0.6183', 'epoch': '0.3455'}
{'loss': '1.562', 'grad_norm': '0.1922', 'learning_rate': '1.3e-05', 'entropy': '1.93', 'num_tokens': '9.848e+06', 'mean_token_accuracy': '0.6304', 'epoch': '0.3507'}
{'loss': '1.577', 'grad_norm': '0.2539', 'learning_rate': '1.289e-05', 'entropy': '1.987', 'num_tokens': '9.993e+06', 'mean_token_accuracy': '0.6304', 'epoch': '0.3559'}
{'loss': '1.647', 'grad_norm': '0.2499', 'learning_rate': '1.279e-05', 'entropy': '1.975', 'num_tokens': '1.014e+07', 'mean_token_accuracy': '0.6182', 'epoch': '0.3612'}
{'loss': '1.576', 'grad_norm': '0.2377', 'learning_rate': '1.268e-05', 'entropy': '1.934', 'num_tokens': '1.028e+07', 'mean_token_accuracy': '0.6258', 'epoch': '0.3664'}
{'loss': '1.614', 'grad_norm': '0.1956', 'learning_rate': '1.258e-05', 'entropy': '1.974', 'num_tokens': '1.043e+07', 'mean_token_accuracy': '0.6168', 'epoch': '0.3716'}
{'loss': '1.637', 'grad_norm': '0.2042', 'learning_rate': '1.248e-05', 'entropy': '1.999', 'num_tokens': '1.057e+07', 'mean_token_accuracy': '0.6168', 'epoch': '0.3769'}
{'loss': '1.576', 'grad_norm': '0.1785', 'learning_rate': '1.237e-05', 'entropy': '1.914', 'num_tokens': '1.072e+07', 'mean_token_accuracy': '0.6234', 'epoch': '0.3821'}
{'loss': '1.55', 'grad_norm': '0.2502', 'learning_rate': '1.227e-05', 'entropy': '1.988', 'num_tokens': '1.086e+07', 'mean_token_accuracy': '0.6295', 'epoch': '0.3873'}
{'loss': '1.582', 'grad_norm': '0.2508', 'learning_rate': '1.216e-05', 'entropy': '1.934', 'num_tokens': '1.101e+07', 'mean_token_accuracy': '0.6227', 'epoch': '0.3926'}
{'loss': '1.574', 'grad_norm': '0.1993', 'learning_rate': '1.206e-05', 'entropy': '1.927', 'num_tokens': '1.115e+07', 'mean_token_accuracy': '0.6293', 'epoch': '0.3978'}
{'loss': '1.581', 'grad_norm': '0.2094', 'learning_rate': '1.195e-05', 'entropy': '1.995', 'num_tokens': '1.129e+07', 'mean_token_accuracy': '0.6278', 'epoch': '0.403'}
{'loss': '1.575', 'grad_norm': '0.2525', 'learning_rate': '1.185e-05', 'entropy': '1.98', 'num_tokens': '1.143e+07', 'mean_token_accuracy': '0.6231', 'epoch': '0.4083'}
{'loss': '1.571', 'grad_norm': '0.2353', 'learning_rate': '1.174e-05', 'entropy': '1.961', 'num_tokens': '1.158e+07', 'mean_token_accuracy': '0.6228', 'epoch': '0.4135'}
{'loss': '1.654', 'grad_norm': '0.2094', 'learning_rate': '1.164e-05', 'entropy': '2.016', 'num_tokens': '1.173e+07', 'mean_token_accuracy': '0.6147', 'epoch': '0.4187'}
{'loss': '1.577', 'grad_norm': '0.2004', 'learning_rate': '1.153e-05', 'entropy': '1.976', 'num_tokens': '1.187e+07', 'mean_token_accuracy': '0.6277', 'epoch': '0.424'}
{'loss': '1.586', 'grad_norm': '0.2741', 'learning_rate': '1.143e-05', 'entropy': '1.946', 'num_tokens': '1.203e+07', 'mean_token_accuracy': '0.6237', 'epoch': '0.4292'}
{'loss': '1.547', 'grad_norm': '0.2054', 'learning_rate': '1.132e-05', 'entropy': '1.932', 'num_tokens': '1.218e+07', 'mean_token_accuracy': '0.631', 'epoch': '0.4344'}
{'loss': '1.517', 'grad_norm': '0.1697', 'learning_rate': '1.122e-05', 'entropy': '1.898', 'num_tokens': '1.233e+07', 'mean_token_accuracy': '0.6387', 'epoch': '0.4397'}
{'loss': '1.489', 'grad_norm': '0.2386', 'learning_rate': '1.111e-05', 'entropy': '1.922', 'num_tokens': '1.248e+07', 'mean_token_accuracy': '0.6361', 'epoch': '0.4449'}
{'loss': '1.541', 'grad_norm': '0.2003', 'learning_rate': '1.101e-05', 'entropy': '1.948', 'num_tokens': '1.263e+07', 'mean_token_accuracy': '0.633', 'epoch': '0.4501'}
{'loss': '1.582', 'grad_norm': '0.1909', 'learning_rate': '1.091e-05', 'entropy': '1.922', 'num_tokens': '1.278e+07', 'mean_token_accuracy': '0.6261', 'epoch': '0.4554'}
{'loss': '1.569', 'grad_norm': '0.1801', 'learning_rate': '1.08e-05', 'entropy': '1.906', 'num_tokens': '1.293e+07', 'mean_token_accuracy': '0.6327', 'epoch': '0.4606'}
{'loss': '1.603', 'grad_norm': '0.1698', 'learning_rate': '1.07e-05', 'entropy': '1.94', 'num_tokens': '1.308e+07', 'mean_token_accuracy': '0.6203', 'epoch': '0.4658'}
{'loss': '1.536', 'grad_norm': '0.2304', 'learning_rate': '1.059e-05', 'entropy': '1.935', 'num_tokens': '1.322e+07', 'mean_token_accuracy': '0.64', 'epoch': '0.4711'}
{'loss': '1.582', 'grad_norm': '0.2775', 'learning_rate': '1.049e-05', 'entropy': '1.934', 'num_tokens': '1.337e+07', 'mean_token_accuracy': '0.6233', 'epoch': '0.4763'}
{'loss': '1.574', 'grad_norm': '0.1887', 'learning_rate': '1.038e-05', 'entropy': '1.923', 'num_tokens': '1.352e+07', 'mean_token_accuracy': '0.6236', 'epoch': '0.4815'}
{'loss': '1.518', 'grad_norm': '0.1925', 'learning_rate': '1.028e-05', 'entropy': '1.89', 'num_tokens': '1.367e+07', 'mean_token_accuracy': '0.6419', 'epoch': '0.4868'}
{'loss': '1.494', 'grad_norm': '0.2515', 'learning_rate': '1.017e-05', 'entropy': '1.884', 'num_tokens': '1.382e+07', 'mean_token_accuracy': '0.6362', 'epoch': '0.492'}
{'loss': '1.578', 'grad_norm': '0.1708', 'learning_rate': '1.007e-05', 'entropy': '1.911', 'num_tokens': '1.397e+07', 'mean_token_accuracy': '0.6256', 'epoch': '0.4973'}
{'loss': '1.497', 'grad_norm': '0.2103', 'learning_rate': '9.963e-06', 'entropy': '1.907', 'num_tokens': '1.411e+07', 'mean_token_accuracy': '0.6366', 'epoch': '0.5025'}
{'loss': '1.607', 'grad_norm': '0.1794', 'learning_rate': '9.859e-06', 'entropy': '1.963', 'num_tokens': '1.426e+07', 'mean_token_accuracy': '0.6162', 'epoch': '0.5077'}
{'loss': '1.483', 'grad_norm': '0.2473', 'learning_rate': '9.754e-06', 'entropy': '1.886', 'num_tokens': '1.441e+07', 'mean_token_accuracy': '0.6461', 'epoch': '0.513'}
{'loss': '1.599', 'grad_norm': '0.2031', 'learning_rate': '9.649e-06', 'entropy': '1.952', 'num_tokens': '1.455e+07', 'mean_token_accuracy': '0.6225', 'epoch': '0.5182'}
{'loss': '1.562', 'grad_norm': '0.1643', 'learning_rate': '9.545e-06', 'entropy': '1.905', 'num_tokens': '1.47e+07', 'mean_token_accuracy': '0.633', 'epoch': '0.5234'}
{'loss': '1.625', 'grad_norm': '0.1754', 'learning_rate': '9.44e-06', 'entropy': '1.959', 'num_tokens': '1.485e+07', 'mean_token_accuracy': '0.6177', 'epoch': '0.5287'}
{'loss': '1.561', 'grad_norm': '0.1552', 'learning_rate': '9.335e-06', 'entropy': '1.912', 'num_tokens': '1.501e+07', 'mean_token_accuracy': '0.6296', 'epoch': '0.5339'}
{'loss': '1.521', 'grad_norm': '0.1903', 'learning_rate': '9.231e-06', 'entropy': '1.892', 'num_tokens': '1.516e+07', 'mean_token_accuracy': '0.6324', 'epoch': '0.5391'}
{'loss': '1.597', 'grad_norm': '0.2072', 'learning_rate': '9.126e-06', 'entropy': '1.933', 'num_tokens': '1.531e+07', 'mean_token_accuracy': '0.6236', 'epoch': '0.5444'}
{'loss': '1.594', 'grad_norm': '0.167', 'learning_rate': '9.021e-06', 'entropy': '1.951', 'num_tokens': '1.545e+07', 'mean_token_accuracy': '0.6262', 'epoch': '0.5496'}
{'loss': '1.616', 'grad_norm': '0.1697', 'learning_rate': '8.917e-06', 'entropy': '1.967', 'num_tokens': '1.559e+07', 'mean_token_accuracy': '0.6132', 'epoch': '0.5548'}
{'loss': '1.599', 'grad_norm': '0.2272', 'learning_rate': '8.812e-06', 'entropy': '1.987', 'num_tokens': '1.573e+07', 'mean_token_accuracy': '0.6198', 'epoch': '0.5601'}
{'loss': '1.581', 'grad_norm': '0.1775', 'learning_rate': '8.707e-06', 'entropy': '1.958', 'num_tokens': '1.587e+07', 'mean_token_accuracy': '0.6242', 'epoch': '0.5653'}
{'loss': '1.58', 'grad_norm': '0.1935', 'learning_rate': '8.603e-06', 'entropy': '1.953', 'num_tokens': '1.602e+07', 'mean_token_accuracy': '0.621', 'epoch': '0.5705'}
{'loss': '1.558', 'grad_norm': '0.1626', 'learning_rate': '8.498e-06', 'entropy': '1.941', 'num_tokens': '1.616e+07', 'mean_token_accuracy': '0.6336', 'epoch': '0.5758'}
{'loss': '1.564', 'grad_norm': '0.2015', 'learning_rate': '8.394e-06', 'entropy': '1.927', 'num_tokens': '1.629e+07', 'mean_token_accuracy': '0.6291', 'epoch': '0.581'}
{'loss': '1.548', 'grad_norm': '0.1888', 'learning_rate': '8.289e-06', 'entropy': '1.925', 'num_tokens': '1.644e+07', 'mean_token_accuracy': '0.6337', 'epoch': '0.5862'}
{'loss': '1.549', 'grad_norm': '0.147', 'learning_rate': '8.184e-06', 'entropy': '1.877', 'num_tokens': '1.66e+07', 'mean_token_accuracy': '0.6359', 'epoch': '0.5915'}
{'loss': '1.627', 'grad_norm': '0.1683', 'learning_rate': '8.08e-06', 'entropy': '2.003', 'num_tokens': '1.674e+07', 'mean_token_accuracy': '0.6233', 'epoch': '0.5967'}
{'loss': '1.608', 'grad_norm': '0.2164', 'learning_rate': '7.975e-06', 'entropy': '2.013', 'num_tokens': '1.689e+07', 'mean_token_accuracy': '0.6151', 'epoch': '0.6019'}
{'loss': '1.568', 'grad_norm': '0.1614', 'learning_rate': '7.87e-06', 'entropy': '1.957', 'num_tokens': '1.703e+07', 'mean_token_accuracy': '0.6235', 'epoch': '0.6072'}
{'loss': '1.603', 'grad_norm': '0.1884', 'learning_rate': '7.766e-06', 'entropy': '1.941', 'num_tokens': '1.718e+07', 'mean_token_accuracy': '0.6199', 'epoch': '0.6124'}
{'loss': '1.538', 'grad_norm': '0.1771', 'learning_rate': '7.661e-06', 'entropy': '1.962', 'num_tokens': '1.733e+07', 'mean_token_accuracy': '0.6299', 'epoch': '0.6176'}
{'loss': '1.567', 'grad_norm': '0.1862', 'learning_rate': '7.556e-06', 'entropy': '1.922', 'num_tokens': '1.748e+07', 'mean_token_accuracy': '0.6251', 'epoch': '0.6229'}
{'loss': '1.549', 'grad_norm': '0.1683', 'learning_rate': '7.452e-06', 'entropy': '1.935', 'num_tokens': '1.763e+07', 'mean_token_accuracy': '0.6319', 'epoch': '0.6281'}
{'loss': '1.563', 'grad_norm': '0.1744', 'learning_rate': '7.347e-06', 'entropy': '1.93', 'num_tokens': '1.777e+07', 'mean_token_accuracy': '0.633', 'epoch': '0.6333'}
{'loss': '1.576', 'grad_norm': '0.1595', 'learning_rate': '7.242e-06', 'entropy': '1.935', 'num_tokens': '1.792e+07', 'mean_token_accuracy': '0.6248', 'epoch': '0.6386'}
{'loss': '1.576', 'grad_norm': '0.2119', 'learning_rate': '7.138e-06', 'entropy': '1.93', 'num_tokens': '1.807e+07', 'mean_token_accuracy': '0.6272', 'epoch': '0.6438'}
{'loss': '1.575', 'grad_norm': '0.1756', 'learning_rate': '7.033e-06', 'entropy': '1.921', 'num_tokens': '1.822e+07', 'mean_token_accuracy': '0.6258', 'epoch': '0.649'}
{'loss': '1.542', 'grad_norm': '0.1945', 'learning_rate': '6.928e-06', 'entropy': '1.917', 'num_tokens': '1.837e+07', 'mean_token_accuracy': '0.6392', 'epoch': '0.6543'}
{'loss': '1.553', 'grad_norm': '0.1815', 'learning_rate': '6.824e-06', 'entropy': '1.945', 'num_tokens': '1.85e+07', 'mean_token_accuracy': '0.6251', 'epoch': '0.6595'}
{'loss': '1.583', 'grad_norm': '0.1435', 'learning_rate': '6.719e-06', 'entropy': '1.967', 'num_tokens': '1.865e+07', 'mean_token_accuracy': '0.6171', 'epoch': '0.6647'}
{'loss': '1.499', 'grad_norm': '0.1656', 'learning_rate': '6.614e-06', 'entropy': '1.925', 'num_tokens': '1.88e+07', 'mean_token_accuracy': '0.6427', 'epoch': '0.67'}
{'loss': '1.485', 'grad_norm': '0.1859', 'learning_rate': '6.51e-06', 'entropy': '1.89', 'num_tokens': '1.896e+07', 'mean_token_accuracy': '0.644', 'epoch': '0.6752'}
{'loss': '1.561', 'grad_norm': '0.1973', 'learning_rate': '6.405e-06', 'entropy': '1.958', 'num_tokens': '1.91e+07', 'mean_token_accuracy': '0.6196', 'epoch': '0.6805'}
{'loss': '1.549', 'grad_norm': '0.1923', 'learning_rate': '6.3e-06', 'entropy': '1.891', 'num_tokens': '1.925e+07', 'mean_token_accuracy': '0.6388', 'epoch': '0.6857'}
{'loss': '1.517', 'grad_norm': '0.2041', 'learning_rate': '6.196e-06', 'entropy': '1.904', 'num_tokens': '1.94e+07', 'mean_token_accuracy': '0.6405', 'epoch': '0.6909'}
